WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\MAH01940.mov.ffmpeg	TITANIUM 22:29:14	2016/12/01 22:29:14
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\MAH01940.mov.ffmpeg	TITANIUM 22:38:35 2.74	2016/12/01 22:38:36
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Map search.MOV.ffmpeg	TITANIUM 22:38:36	2016/12/01 22:38:36
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Map search.MOV.ffmpeg	TITANIUM 22:40:32 1.32	2016/12/01 22:40:32
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\moto - swith on.MOV.ffmpeg	TITANIUM 22:40:33	2016/12/01 22:40:33
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\moto - swith on.MOV.ffmpeg	TITANIUM 22:41:11 1.10	2016/12/01 22:41:11
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Moto moves.MOV.ffmpeg	TITANIUM 22:41:12	2016/12/01 22:41:12
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Moto moves.MOV.ffmpeg	TITANIUM 22:41:26 1.17	2016/12/01 22:41:26
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\MVI_0020.MOV.ffmpeg	TITANIUM 22:41:26	2016/12/01 22:41:26
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\MVI_0020.MOV.ffmpeg	TITANIUM 22:42:18 0.61	2016/12/01 22:42:18
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\preparaions - bag.MOV.ffmpeg	TITANIUM 22:42:19	2016/12/01 22:42:19
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\preparaions - bag.MOV.ffmpeg	TITANIUM 22:47:24 1.07	2016/12/01 22:47:24
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Preparations - camera  bag.MOV.ffmpeg	TITANIUM 22:47:24	2016/12/01 22:47:24
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Preparations - camera  bag.MOV.ffmpeg	TITANIUM 22:53:09 1.05	2016/12/01 22:53:09
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Preparations - stickers.MOV.ffmpeg	TITANIUM 22:53:09	2016/12/01 22:53:09
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Preparations - stickers.MOV.ffmpeg	TITANIUM 22:54:31 1.37	2016/12/01 22:54:32
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\preparations- stickers 2.MOV.ffmpeg	TITANIUM 22:54:32	2016/12/01 22:54:32
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\preparations- stickers 2.MOV.ffmpeg	TITANIUM 22:55:31 1.01	2016/12/01 22:55:31
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\SoM BMW bike inspection 2.mov.ffmpeg	TITANIUM 22:55:31	2016/12/01 22:55:31
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\SoM BMW bike inspection 2.mov.ffmpeg	TITANIUM 22:56:16 2.62	2016/12/01 22:56:16
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\SoM BMW bike inspection.mov.ffmpeg	TITANIUM 22:56:16	2016/12/01 22:56:16
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\SoM BMW bike inspection.mov.ffmpeg	TITANIUM 22:58:17 2.89	2016/12/01 22:58:18
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Tourists in london.MOV.ffmpeg	TITANIUM 22:58:18	2016/12/01 22:58:18
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Preperations\Tourists in london.MOV.ffmpeg	TITANIUM 22:58:38 2.15	2016/12/01 22:58:38
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\Clip #6.mov.ffmpeg	TITANIUM 22:58:38	2016/12/01 22:58:38
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\Clip #6.mov.ffmpeg	TITANIUM 22:59:02 2.38	2016/12/01 22:59:02
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\DSC_0936.MOV.ffmpeg	TITANIUM 22:59:02	2016/12/01 22:59:02
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\DSC_0936.MOV.ffmpeg	TITANIUM 23:01:10 2.21	2016/12/01 23:01:11
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\DSC_0937.MOV.ffmpeg	TITANIUM 23:01:12	2016/12/01 23:01:12
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\DSC_0937.MOV.ffmpeg	TITANIUM 23:01:49 2.18	2016/12/01 23:01:49
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\DSC_0938.MOV.ffmpeg	TITANIUM 23:01:49	2016/12/01 23:01:49
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\DSC_0938.MOV.ffmpeg	TITANIUM 23:02:10 2.17	2016/12/01 23:02:10
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01903.mov.ffmpeg	TITANIUM 23:02:10	2016/12/01 23:02:10
WORK    	IMAC	Finished transcoding	/Volumes/proxies/00 - UK - London/Preperations/Anthony 1080 converter.mov.ffmpeg	IMAC 23:05:07 0.14	2016/12/01 23:05:07
WORK    	IMAC	Start transcoding	/Volumes/proxies/00 - UK - London/Riding in London/MAH01904.mov.ffmpeg	IMAC 23:05:09	2016/12/01 23:05:09
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01903.mov.ffmpeg	TITANIUM 23:05:30 4.87	2016/12/01 23:05:30
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01906.mov.ffmpeg	TITANIUM 23:05:30	2016/12/01 23:05:30
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/00 - UK - London/Preperations/MAH01922.mov.ffmpeg	LITHIUM 23:09:08 4.29	2016/12/01 23:09:08
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/00 - UK - London/Riding in London/MAH01907.mov.ffmpeg	LITHIUM 23:09:13	2016/12/01 23:09:13
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/00 - UK - London/Riding in London/MAH01907.mov.ffmpeg	LITHIUM 23:22:10 4.44	2016/12/01 23:22:10
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/00 - UK - London/Riding in London/MAH01908.mov.ffmpeg	LITHIUM 23:22:11	2016/12/01 23:22:11
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01906.mov.ffmpeg	TITANIUM 23:26:16 4.48	2016/12/01 23:26:16
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01909.mov.ffmpeg	TITANIUM 23:26:16	2016/12/01 23:26:16
WORK    	KRYPTON	Finished transcoding	/Volumes/proxies/00 - UK - London/Preperations/MAH01929.mov.ffmpeg	KRYPTON 23:29:45 4.51	2016/12/01 23:29:45
WORK    	KRYPTON	Start transcoding	/Volumes/proxies/00 - UK - London/Riding in London/MAH01910.mov.ffmpeg	KRYPTON 23:29:45	2016/12/01 23:29:45
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01909.mov.ffmpeg	TITANIUM 23:46:01 4.34	2016/12/01 23:46:01
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01912.mov.ffmpeg	TITANIUM 23:46:01	2016/12/01 23:46:01
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/00 - UK - London/Riding in London/MAH01908.mov.ffmpeg	LITHIUM 23:46:53 4.00	2016/12/01 23:46:53
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/01 - paris/Clip #2.mov.ffmpeg	LITHIUM 23:46:55	2016/12/01 23:46:55
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/01 - paris/Clip #2.mov.ffmpeg	LITHIUM 23:47:54 0.21	2016/12/01 23:47:55
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/01 - paris/Clip #3.mov.ffmpeg	LITHIUM 23:47:56	2016/12/01 23:47:56
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/01 - paris/Clip #3.mov.ffmpeg	LITHIUM 23:48:26 0.18	2016/12/01 23:48:26
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/01 - paris/Clip #4.mov.ffmpeg	LITHIUM 23:48:27	2016/12/01 23:48:27
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/01 - paris/Clip #4.mov.ffmpeg	LITHIUM 23:51:17 0.11	2016/12/01 23:51:17
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/01 - paris/Clip #5.mov.ffmpeg	LITHIUM 23:51:19	2016/12/01 23:51:19
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\00 - UK - London\Riding in London\MAH01912.mov.ffmpeg	TITANIUM 23:51:24 4.27	2016/12/01 23:51:24
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\Clip #6.mov.ffmpeg	TITANIUM 23:51:24	2016/12/01 23:51:24
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\Clip #6.mov.ffmpeg	TITANIUM 23:52:27 0.10	2016/12/01 23:52:27
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\Clip #7.mov.ffmpeg	TITANIUM 23:52:28	2016/12/01 23:52:28
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\Clip #7.mov.ffmpeg	TITANIUM 23:52:42 0.08	2016/12/01 23:52:42
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\Clip #8.mov.ffmpeg	TITANIUM 23:52:42	2016/12/01 23:52:42
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\Clip #8.mov.ffmpeg	TITANIUM 23:54:39 0.09	2016/12/01 23:54:39
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\Clip #9.mov.ffmpeg	TITANIUM 23:54:40	2016/12/01 23:54:40
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/01 - paris/Clip #5.mov.ffmpeg	LITHIUM 23:55:29 0.09	2016/12/01 23:55:29
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/01 - paris/DSC_4489.mov.ffmpeg	LITHIUM 23:55:29	2016/12/01 23:55:29
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/01 - paris/DSC_4489.mov.ffmpeg	LITHIUM 23:56:41 0.13	2016/12/01 23:56:42
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/01 - paris/DSC_4497.mov.ffmpeg	LITHIUM 23:56:42	2016/12/01 23:56:42
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\Clip #9.mov.ffmpeg	TITANIUM 23:56:45 0.10	2016/12/01 23:56:45
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\DSC_4514.mov.ffmpeg	TITANIUM 23:56:46	2016/12/01 23:56:46
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\DSC_4514.mov.ffmpeg	TITANIUM 23:57:08 0.13	2016/12/01 23:57:08
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\DSC_4515.mov.ffmpeg	TITANIUM 23:57:08	2016/12/01 23:57:08
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\DSC_4515.mov.ffmpeg	TITANIUM 23:57:32 0.12	2016/12/01 23:57:32
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\DSC_4516.mov.ffmpeg	TITANIUM 23:57:32	2016/12/01 23:57:32
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\DSC_4516.mov.ffmpeg	TITANIUM 23:58:02 0.12	2016/12/01 23:58:02
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\DSC_4548.mov.ffmpeg	TITANIUM 23:58:02	2016/12/01 23:58:02
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\DSC_4548.mov.ffmpeg	TITANIUM 23:59:18 0.11	2016/12/01 23:59:18
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\DSC_4550.mov.ffmpeg	TITANIUM 23:59:18	2016/12/01 23:59:18
WORK    	LITHIUM	Finished transcoding	/Volumes/proxies/01 - paris/DSC_4497.mov.ffmpeg	LITHIUM 23:59:22 0.14	2016/12/01 23:59:22
WORK    	LITHIUM	Start transcoding	/Volumes/proxies/01 - paris/MAH00013.mov.ffmpeg	LITHIUM 23:59:22	2016/12/01 23:59:22
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\DSC_4550.mov.ffmpeg	TITANIUM 23:59:44 0.16	2016/12/01 23:59:44
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\MAH00014.mov.ffmpeg	TITANIUM 23:59:44	2016/12/01 23:59:44
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\MAH00014.mov.ffmpeg	TITANIUM 00:01:22 0.28	2016/12/02 00:01:22
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\MAH00015.mov.ffmpeg	TITANIUM 00:01:22	2016/12/02 00:01:22
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\MAH00015.mov.ffmpeg	TITANIUM 00:01:42 0.24	2016/12/02 00:01:42
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\MAH00016.mov.ffmpeg	TITANIUM 00:01:42	2016/12/02 00:01:42
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\MAH00016.mov.ffmpeg	TITANIUM 00:01:58 0.32	2016/12/02 00:01:58
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\MAH00017.mov.ffmpeg	TITANIUM 00:01:59	2016/12/02 00:01:59
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\MAH00017.mov.ffmpeg	TITANIUM 00:02:12 0.30	2016/12/02 00:02:12
WORK    	TITANIUM	Start transcoding	N:\SoM\proxies\01 - paris\MAH00018.mov.ffmpeg	TITANIUM 00:02:12	2016/12/02 00:02:12
WORK    	TITANIUM	Finished transcoding	N:\SoM\proxies\01 - paris\MAH00018.mov.ffmpeg	TITANIUM 00:02:26 0.27	2016/12/02 00:02:26
